component_code,component_name,file_path,line,text_type,translation_key,english,kiswahili,translated
CRM-0024,Seeding Evening Report,src/components/attendance/SeedingEveningReportDialog.tsx,193,toast_title,,Success,,no
CRM-0024,Seeding Evening Report,src/components/attendance/SeedingEveningReportDialog.tsx,217,label,,Today's Sales Summary,,no
CRM-0024,Seeding Evening Report,src/components/attendance/SeedingEveningReportDialog.tsx,240,label,,Total Units Sold,,no
CRM-0024,Seeding Evening Report,src/components/attendance/SeedingEveningReportDialog.tsx,244,label,,Total Value,,no
CRM-0024,Seeding Evening Report,src/components/attendance/SeedingEveningReportDialog.tsx,257,label,,Upload photos from today's field engagement,,no
CRM-0024,Seeding Evening Report,src/components/attendance/SeedingEveningReportDialog.tsx,144,toast_description,,You must be logged in to submit a report,,no
CRM-0101,Settings,src/pages/Settings.tsx,83,label,,? Need to grant,,no
CRM-0101,Settings,src/pages/Settings.tsx,79,label,,✓ Granted,,no
CRM-0101,Settings,src/pages/Settings.tsx,81,label,,✗ Denied,,no
CRM-0101,Settings,src/pages/Settings.tsx,367,label,,About App,,no
CRM-0101,Settings,src/pages/Settings.tsx,367,heading,,About App,,no
CRM-0101,Settings,src/pages/Settings.tsx,231,label,,Achievement Alerts,,no
CRM-0101,Settings,src/pages/Settings.tsx,221,label,,App Reminders,,no
CRM-0101,Settings,src/pages/Settings.tsx,371,label,,App Version,,no
CRM-0101,Settings,src/pages/Settings.tsx,49,toast_title,,Cache Cleared,,no
CRM-0101,Settings,src/pages/Settings.tsx,319,title,,Camera,,no
CRM-0101,Settings,src/pages/Settings.tsx,300,label,,Clear Cache,,no
CRM-0101,Settings,src/pages/Settings.tsx,192,label,,Customize your app experience,,no
CRM-0101,Settings,src/pages/Settings.tsx,246,label,,Dark Mode,,no
CRM-0101,Settings,src/pages/Settings.tsx,278,label,,Data & Storage,,no
CRM-0101,Settings,src/pages/Settings.tsx,278,heading,,Data & Storage,,no
CRM-0101,Settings,src/pages/Settings.tsx,265,label,,English,,no
CRM-0101,Settings,src/pages/Settings.tsx,107,toast_title,,Error,,no
CRM-0101,Settings,src/pages/Settings.tsx,108,toast_description,,Failed to request permission,,no
CRM-0101,Settings,src/pages/Settings.tsx,338,description,,For audio recording during interactions,,no
CRM-0101,Settings,src/pages/Settings.tsx,320,description,,For check-in selfies and photo captures,,no
CRM-0101,Settings,src/pages/Settings.tsx,356,description,,For important alerts and reminders,,no
CRM-0101,Settings,src/pages/Settings.tsx,347,description,,For offline data and app caching,,no
CRM-0101,Settings,src/pages/Settings.tsx,329,description,,For tracking visits and route optimization,,no
CRM-0101,Settings,src/pages/Settings.tsx,267,label,,French,,no
CRM-0101,Settings,src/pages/Settings.tsx,199,label,,General Settings,,no
CRM-0101,Settings,src/pages/Settings.tsx,199,heading,,General Settings,,no
CRM-0101,Settings,src/pages/Settings.tsx,258,label,,Language,,no
CRM-0101,Settings,src/pages/Settings.tsx,328,title,,Location Services,,no
CRM-0101,Settings,src/pages/Settings.tsx,337,title,,Microphone,,no
CRM-0101,Settings,src/pages/Settings.tsx,0,component_description,,Mobile app settings.,,no
CRM-0101,Settings,src/pages/Settings.tsx,211,label,,New Task Assignment,,no
CRM-0101,Settings,src/pages/Settings.tsx,206,label,,Notification Preferences,,no
CRM-0101,Settings,src/pages/Settings.tsx,355,title,,Notifications,,no
CRM-0101,Settings,src/pages/Settings.tsx,284,label,,Offline Mode,,no
CRM-0101,Settings,src/pages/Settings.tsx,50,toast_description,,Offline queue and app caches cleared,,no
CRM-0101,Settings,src/pages/Settings.tsx,100,toast_title,,Permission Denied,,no
CRM-0101,Settings,src/pages/Settings.tsx,95,toast_title,,Permission Granted,,no
CRM-0101,Settings,src/pages/Settings.tsx,314,label,,Permissions,,no
CRM-0101,Settings,src/pages/Settings.tsx,314,heading,,Permissions,,no
CRM-0101,Settings,src/pages/Settings.tsx,377,label,,Privacy Policy,,no
CRM-0101,Settings,src/pages/Settings.tsx,0,component_name,,Settings,,no
CRM-0101,Settings,src/pages/Settings.tsx,189,label,,Settings,,no
CRM-0101,Settings,src/pages/Settings.tsx,189,heading,,Settings,,no
CRM-0101,Settings,src/pages/Settings.tsx,346,title,,Storage,,no
CRM-0101,Settings,src/pages/Settings.tsx,266,label,,Swahili,,no
CRM-0101,Settings,src/pages/Settings.tsx,381,label,,Terms of Service,,no
CRM-0101,Settings,src/pages/Settings.tsx,85,label,,Unknown,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,187,label,,Activity & Attendance,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,105,label,,Agent Stats,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,105,heading,,Agent Stats,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,178,label,,All Time,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,188,label,,Check-ins,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,200,label,,Completed,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,232,label,,Engagement,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,218,label,,Giveaways,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,233,label,,Interactions,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,238,label,,Items Given,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,252,label,,Lunch Time,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,130,label,,No agents found,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,239,label,,Notes,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,201,label,,Pending,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,297,label,,Points & Rank,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,211,label,,Products Sold,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,298,label,,Rank,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,212,label,,Revenue,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,208,label,,Sales & Revenue,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,216,label,,Sales Made,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,122,placeholder,,Search agents...,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,164,label,,Select an agent to view stats,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,0,component_name,,Stats,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,189,label,,Store Visits,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,191,label,,Stores Added,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,235,label,,Surveys Done,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,198,label,,Tasks,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,177,label,,This Week,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,176,label,,Today,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,300,label,,Total Points,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,199,label,,Total Tasks,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,106,label,,View individual agent performance,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,299,label,,Weekly Points,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,190,label,,Work Time,,no
CRM-0124,Stats,src/pages/supervisor/StatsPage.tsx,0,component_description,,Workspace performance stats.,,no
CRM-0003,Status Bar,src/components/StatusBar.tsx,27,label,,Checked In,,no
CRM-0003,Status Bar,src/components/StatusBar.tsx,42,label,,Checked Out,,no
CRM-0003,Status Bar,src/components/StatusBar.tsx,68,toast_title,,Error,,no
CRM-0003,Status Bar,src/components/StatusBar.tsx,77,toast_description,,Failed to update status. Please try again.,,no
CRM-0003,Status Bar,src/components/StatusBar.tsx,0,component_description,,"In-app status bar (sync, connectivity).",,no
CRM-0003,Status Bar,src/components/StatusBar.tsx,117,label,,Loading...,,no
CRM-0003,Status Bar,src/components/StatusBar.tsx,34,label,,On Lunch,,no
CRM-0003,Status Bar,src/components/StatusBar.tsx,0,component_name,,Status Bar,,no
CRM-0003,Status Bar,src/components/StatusBar.tsx,63,toast_title,,Success,,no
CRM-0022,Stock Report,src/components/attendance/StockReportDialog.tsx,93,toast_title,,Error,,no
CRM-0022,Stock Report,src/components/attendance/StockReportDialog.tsx,94,toast_description,,Failed to load sales data,,no
CRM-0022,Stock Report,src/components/attendance/StockReportDialog.tsx,206,toast_description,,Failed to submit stock report. Please try again.,,no
CRM-0022,Stock Report,src/components/attendance/StockReportDialog.tsx,147,toast_title,,Incomplete Report,,no
CRM-0022,Stock Report,src/components/attendance/StockReportDialog.tsx,133,toast_description,,Missing user or workspace context,,no
CRM-0022,Stock Report,src/components/attendance/StockReportDialog.tsx,303,label,,Number sold:,,no
CRM-0022,Stock Report,src/components/attendance/StockReportDialog.tsx,268,placeholder,,Select stock level...,,no
CRM-0022,Stock Report,src/components/attendance/StockReportDialog.tsx,0,component_name,,Stock Report,,no
CRM-0022,Stock Report,src/components/attendance/StockReportDialog.tsx,0,component_description,,Submit a stock-on-hand report for a store.,,no
CRM-0055,Store Success Dialog,src/components/StoreSuccessDialog.tsx,1055,placeholder,,Add a caption...,,no
CRM-0055,Store Success Dialog,src/components/StoreSuccessDialog.tsx,999,placeholder,,Add notes...,,no
CRM-0055,Store Success Dialog,src/components/StoreSuccessDialog.tsx,642,placeholder,,Choose a survey,,no
CRM-0055,Store Success Dialog,src/components/StoreSuccessDialog.tsx,1144,label,,Collect Feedback,,no
CRM-0055,Store Success Dialog,src/components/StoreSuccessDialog.tsx,0,component_description,,Confirmation shown after a successful store action.,,no
CRM-0055,Store Success Dialog,src/components/StoreSuccessDialog.tsx,799,label,,Deals,,no
CRM-0055,Store Success Dialog,src/components/StoreSuccessDialog.tsx,799,heading,,Deals,,no
CRM-0055,Store Success Dialog,src/components/StoreSuccessDialog.tsx,1017,placeholder,,Enter feedback about this store...,,no
CRM-0055,Store Success Dialog,src/components/StoreSuccessDialog.tsx,723,placeholder,,Enter your response...,,no
CRM-0055,Store Success Dialog,src/components/StoreSuccessDialog.tsx,265,toast_title,,Error,,no
CRM-0055,Store Success Dialog,src/components/StoreSuccessDialog.tsx,1013,label,,Feedback Notes,,no
CRM-0055,Store Success Dialog,src/components/StoreSuccessDialog.tsx,525,toast_title,,Feedback Submitted,,no
CRM-0055,Store Success Dialog,src/components/StoreSuccessDialog.tsx,1134,label,,Give Products,,no
CRM-0055,Store Success Dialog,src/components/StoreSuccessDialog.tsx,350,error,,No workspace selected,,no
CRM-0055,Store Success Dialog,src/components/StoreSuccessDialog.tsx,222,error,,Not authenticated,,no
CRM-0055,Store Success Dialog,src/components/StoreSuccessDialog.tsx,995,label,,Notes,,no
CRM-0055,Store Success Dialog,src/components/StoreSuccessDialog.tsx,1154,label,,Price Report,,no
CRM-0055,Store Success Dialog,src/components/StoreSuccessDialog.tsx,1108,label,,Quick Actions for this store:,,no
CRM-0055,Store Success Dialog,src/components/StoreSuccessDialog.tsx,1126,label,,Record Sale,,no
CRM-0055,Store Success Dialog,src/components/StoreSuccessDialog.tsx,835,label,,Sale Items,,no
CRM-0055,Store Success Dialog,src/components/StoreSuccessDialog.tsx,835,heading,,Sale Items,,no
CRM-0055,Store Success Dialog,src/components/StoreSuccessDialog.tsx,753,placeholder,,Search products...,,no
CRM-0055,Store Success Dialog,src/components/StoreSuccessDialog.tsx,955,label,,Select Products,,no
CRM-0055,Store Success Dialog,src/components/StoreSuccessDialog.tsx,639,label,,Select Survey,,no
CRM-0055,Store Success Dialog,src/components/StoreSuccessDialog.tsx,1116,label,,Start Survey,,no
CRM-0055,Store Success Dialog,src/components/StoreSuccessDialog.tsx,1096,label,,Store Added Successfully!,,no
CRM-0055,Store Success Dialog,src/components/StoreSuccessDialog.tsx,0,component_name,,Store Success Dialog,,no
CRM-0055,Store Success Dialog,src/components/StoreSuccessDialog.tsx,811,label,,Total,,no
CRM-0055,Store Success Dialog,src/components/StoreSuccessDialog.tsx,844,label,,Total:,,no
CRM-0002,Supervisor Bottom Nav,src/components/supervisor/SupervisorBottomNav.tsx,0,component_description,,Bottom tab bar for supervisor mode.,,no
CRM-0002,Supervisor Bottom Nav,src/components/supervisor/SupervisorBottomNav.tsx,13,label,,Dashboard,,no
CRM-0002,Supervisor Bottom Nav,src/components/supervisor/SupervisorBottomNav.tsx,16,label,,Inbox,,no
CRM-0002,Supervisor Bottom Nav,src/components/supervisor/SupervisorBottomNav.tsx,15,label,,Map,,no
CRM-0002,Supervisor Bottom Nav,src/components/supervisor/SupervisorBottomNav.tsx,17,label,,Stats,,no
CRM-0002,Supervisor Bottom Nav,src/components/supervisor/SupervisorBottomNav.tsx,0,component_name,,Supervisor Bottom Nav,,no
CRM-0002,Supervisor Bottom Nav,src/components/supervisor/SupervisorBottomNav.tsx,14,label,,Users,,no
CRM-0118,Supervisor Dashboard,src/pages/SupervisorDashboard.tsx,187,label,,Activity Feed,,no
CRM-0118,Supervisor Dashboard,src/pages/SupervisorDashboard.tsx,105,label,,Agent activity log,,no
CRM-0118,Supervisor Dashboard,src/pages/SupervisorDashboard.tsx,160,placeholder,,All Teams,,no
CRM-0118,Supervisor Dashboard,src/pages/SupervisorDashboard.tsx,164,label,,All Teams,,no
CRM-0118,Supervisor Dashboard,src/pages/SupervisorDashboard.tsx,31,label,,Back,,no
CRM-0118,Supervisor Dashboard,src/pages/SupervisorDashboard.tsx,26,label,,Checked In,,no
CRM-0118,Supervisor Dashboard,src/pages/SupervisorDashboard.tsx,27,label,,Checked Out,,no
CRM-0118,Supervisor Dashboard,src/pages/SupervisorDashboard.tsx,257,alt,,Full size,,no
CRM-0118,Supervisor Dashboard,src/pages/SupervisorDashboard.tsx,196,label,,Loading activities...,,no
CRM-0118,Supervisor Dashboard,src/pages/SupervisorDashboard.tsx,201,label,,No activity found,,no
CRM-0118,Supervisor Dashboard,src/pages/SupervisorDashboard.tsx,236,label,,No selfies for this date,,no
CRM-0118,Supervisor Dashboard,src/pages/SupervisorDashboard.tsx,29,label,,On Break,,no
CRM-0118,Supervisor Dashboard,src/pages/SupervisorDashboard.tsx,0,component_description,,Realtime supervisor overview of the workspace.,,no
CRM-0118,Supervisor Dashboard,src/pages/SupervisorDashboard.tsx,175,placeholder,,"Search by name, email or outlet...",,no
CRM-0118,Supervisor Dashboard,src/pages/SupervisorDashboard.tsx,28,label,,Set Location,,no
CRM-0118,Supervisor Dashboard,src/pages/SupervisorDashboard.tsx,0,component_name,,Supervisor Dashboard,,no
CRM-0118,Supervisor Dashboard,src/pages/SupervisorDashboard.tsx,104,label,,Supervisor Dashboard,,no
CRM-0118,Supervisor Dashboard,src/pages/SupervisorDashboard.tsx,104,heading,,Supervisor Dashboard,,no
CRM-0118,Supervisor Dashboard,src/pages/SupervisorDashboard.tsx,202,label,,Try selecting a different date,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,503,label,,→ Open in Maps,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,593,label,,A screenshot is required for bug reports,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,494,alt,,Attachment,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,67,label,,Bug Support,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,485,label,,Cancel,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,451,label,,Chat,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,451,heading,,Chat,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,453,label,,Choose the type of issue you're experiencing,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,486,label,,Delete,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,481,label,,Delete this message?,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,659,label,,Delete this ticket?,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,321,toast_title,,Failed to delete,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,412,toast_title,,Failed to send,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,305,toast_title,,Failed to submit ticket,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,354,toast_title,,Geolocation not supported,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,555,label,,Incorrect Details,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,76,label,,Inventory Request,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,634,label,,Loading...,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,368,toast_title,,Location error,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,338,toast_title,,Message deleted,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,404,toast_title,,Message sent,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,463,label,,Messages,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,463,heading,,Messages,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,554,label,,Missing Inventory,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,85,label,,Missing Stats,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,630,label,,My Requests,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,630,heading,,My Requests,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,713,label,,No members found,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,636,label,,No requests yet,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,579,placeholder,,Please provide as much detail as possible...,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,596,alt,,Preview,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,68,description,,Report app bugs or technical issues,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,86,description,,Report missing or inaccurate statistics,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,77,description,,Report missing or incorrect inventory,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,705,placeholder,,Search...,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,0,component_description,,Submit and track support tickets.,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,0,component_name,,Support Ticket,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,607,label,,Tap to upload image,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,435,label,,Thank you!,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,435,heading,,Thank you!,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,482,label,,This will remove the message from your view.,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,660,label,,This will remove the ticket from your view.,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,324,toast_title,,Ticket deleted,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,430,label,,Ticket Submitted,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,430,heading,,Ticket Submitted,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,687,label,,To,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,737,placeholder,,Type your message...,,no
CRM-0110,Support Ticket,src/pages/SupportTicket.tsx,551,label,,What's the issue?,,no
CRM-0108,Survey Activity List,src/pages/SurveyActivityList.tsx,0,component_description,,Detailed list of completed surveys.,,no
CRM-0108,Survey Activity List,src/pages/SurveyActivityList.tsx,93,label,,Loading...,,no
CRM-0108,Survey Activity List,src/pages/SurveyActivityList.tsx,87,label,,My Survey Activities,,no
CRM-0108,Survey Activity List,src/pages/SurveyActivityList.tsx,87,heading,,My Survey Activities,,no
CRM-0108,Survey Activity List,src/pages/SurveyActivityList.tsx,95,label,,No survey activities found,,no
CRM-0108,Survey Activity List,src/pages/SurveyActivityList.tsx,119,label,,Notes,,no
CRM-0108,Survey Activity List,src/pages/SurveyActivityList.tsx,125,label,,Pictures,,no
CRM-0108,Survey Activity List,src/pages/SurveyActivityList.tsx,0,component_name,,Survey Activity List,,no
CRM-0023,Survey Closing Report,src/components/attendance/SurveyClosingReportDialog.tsx,209,placeholder,,Add any closing notes for the day...,,no
CRM-0023,Survey Closing Report,src/components/attendance/SurveyClosingReportDialog.tsx,167,label,,Closing Report,,no
CRM-0023,Survey Closing Report,src/components/attendance/SurveyClosingReportDialog.tsx,146,toast_description,,Closing report submitted successfully,,no
CRM-0023,Survey Closing Report,src/components/attendance/SurveyClosingReportDialog.tsx,0,component_description,,End-of-day report for survey-only projects.,,no
CRM-0023,Survey Closing Report,src/components/attendance/SurveyClosingReportDialog.tsx,154,toast_title,,Error,,no
CRM-0023,Survey Closing Report,src/components/attendance/SurveyClosingReportDialog.tsx,155,toast_description,,Failed to submit report. Please try again.,,no
CRM-0023,Survey Closing Report,src/components/attendance/SurveyClosingReportDialog.tsx,145,toast_title,,Success,,no
CRM-0023,Survey Closing Report,src/components/attendance/SurveyClosingReportDialog.tsx,0,component_name,,Survey Closing Report,,no
CRM-0097,Take Survey,src/pages/Surveys.tsx,779,label,,📋,,no
CRM-0097,Take Survey,src/pages/Surveys.tsx,288,toast_description,,An unexpected error occurred while loading surveys.,,no
CRM-0097,Take Survey,src/pages/Surveys.tsx,781,label,,Check back later for new surveys,,no
CRM-0097,Take Survey,src/pages/Surveys.tsx,766,label,,Choose a Survey,,no
CRM-0097,Take Survey,src/pages/Surveys.tsx,766,heading,,Choose a Survey,,no
CRM-0097,Take Survey,src/pages/Surveys.tsx,177,toast_description,,Could not load available surveys.,,no
CRM-0097,Take Survey,src/pages/Surveys.tsx,717,placeholder,,Enter your response...,,no
CRM-0097,Take Survey,src/pages/Surveys.tsx,287,toast_title,,Error,,no
CRM-0097,Take Survey,src/pages/Surveys.tsx,176,toast_title,,Error loading surveys,,no
CRM-0097,Take Survey,src/pages/Surveys.tsx,558,toast_title,,Error submitting survey,,no
CRM-0097,Take Survey,src/pages/Surveys.tsx,559,toast_description,,Failed to save survey responses. Please try again.,,no
CRM-0097,Take Survey,src/pages/Surveys.tsx,774,label,,Loading surveys...,,no
CRM-0097,Take Survey,src/pages/Surveys.tsx,385,toast_title,,Microphone Access Denied,,no
CRM-0097,Take Survey,src/pages/Surveys.tsx,729,label,,No questions available for this survey.,,no
CRM-0097,Take Survey,src/pages/Surveys.tsx,780,label,,No surveys available,,no
CRM-0097,Take Survey,src/pages/Surveys.tsx,298,toast_title,,Photo captured,,no
CRM-0097,Take Survey,src/pages/Surveys.tsx,386,toast_description,,Please allow microphone access to record audio.,,no
CRM-0097,Take Survey,src/pages/Surveys.tsx,585,label,,Ready to Start?,,no
CRM-0097,Take Survey,src/pages/Surveys.tsx,585,heading,,Ready to Start?,,no
CRM-0097,Take Survey,src/pages/Surveys.tsx,365,toast_title,,Recording saved & uploaded!,,no
CRM-0097,Take Survey,src/pages/Surveys.tsx,338,toast_title,,Recording saved on device,,no
CRM-0097,Take Survey,src/pages/Surveys.tsx,381,toast_title,,Recording started,,no
CRM-0097,Take Survey,src/pages/Surveys.tsx,0,component_description,,Run assigned surveys and submit responses from the field.,,no
CRM-0097,Take Survey,src/pages/Surveys.tsx,768,label,,Select a survey to complete and earn points,,no
CRM-0097,Take Survey,src/pages/Surveys.tsx,299,toast_description,,Survey photo captured successfully!,,no
CRM-0097,Take Survey,src/pages/Surveys.tsx,0,component_name,,Take Survey,,no
CRM-0097,Take Survey,src/pages/Surveys.tsx,480,toast_description,,Unable to submit survey. Please try again.,,no
CRM-0097,Take Survey,src/pages/Surveys.tsx,351,toast_title,,Upload failed,,no
CRM-0050,Top Bar,src/components/dashboard/TopBar.tsx,0,component_name,,Top Bar,,no
CRM-0050,Top Bar,src/components/dashboard/TopBar.tsx,0,component_description,,Top bar with workspace switcher and notifications.,,no
CRM-0052,Upcoming Schedule,src/components/dashboard/UpcomingSchedule.tsx,0,component_description,,List of upcoming visits/tasks on the dashboard.,,no
CRM-0052,Upcoming Schedule,src/components/dashboard/UpcomingSchedule.tsx,51,label,,No upcoming tasks,,no
CRM-0052,Upcoming Schedule,src/components/dashboard/UpcomingSchedule.tsx,0,component_name,,Upcoming Schedule,,no
CRM-0052,Upcoming Schedule,src/components/dashboard/UpcomingSchedule.tsx,28,label,,Upcoming Schedule,,no
CRM-0052,Upcoming Schedule,src/components/dashboard/UpcomingSchedule.tsx,28,heading,,Upcoming Schedule,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,606,toast_title,,Added to team!,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,389,label,,Agent,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,458,placeholder,,Choose a team...,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,367,label,,Display Name,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,337,label,,Email Address *,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,204,toast_title,,Email required,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,493,placeholder,,Enter team name...,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,117,toast_title,,Error,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,118,toast_description,,Failed to load users,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,251,toast_title,,Invitation sent!,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,371,placeholder,,John Doe,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,299,title,,Manage Teams,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,292,label,,Manage workspace members,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,491,label,,New Team Name,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,213,toast_title,,No workspace selected,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,537,toast_description,,Please enter a name for the new team,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,205,toast_description,,Please enter an email address,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,572,toast_description,,Please select a team or create a new one,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,214,toast_description,,Please select a workspace first,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,379,label,,Role,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,571,toast_title,,Select a team,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,451,label,,Select Team,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,390,label,,Supervisor,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,536,toast_title,,Team name required,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,615,toast_description,,The user will need to be added to the team after they accept the invitation,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,223,toast_description,,This user is already in your workspace,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,222,toast_title,,User already exists,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,357,label,,User already exists,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,342,placeholder,,user@example.com,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,0,component_name,,Users,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,291,label,,Users,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,291,heading,,Users,,no
CRM-0123,Users,src/pages/supervisor/UsersPage.tsx,0,component_description,,Workspace user management page.,,no
CRM-0064,Weekly Summary,src/components/profile/WeeklySummaryCard.tsx,62,label,,Giveaways,,no
